"","Accession name","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM"
"TMe-3362","TMe-3362","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Green purple","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,3,0.8,0.8,0.6,0.6,1.4,1.4,0,34.2
"TMe-3368","TMe-3368","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","3","450-600","Dark green","Dark green","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",18,6,3.4,1.13333333333333,3.2,1.06666666666667,6.6,2.2,11,36.2
"TMe-3376","TMe-3376","Purple","Short","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",5,1.66666666666667,2,0.666666666666667,5.2,1.73333333333333,7.2,2.4,2,41.5
"TMe-3382","TMe-3382","Dark green","Short","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","1","Medium (15-20cm)","Short","Absent","Tending toward horizontal",1,1,0.4,0.4,0.2,0.2,0.6,0.6,0,41.6
"TMe-3401","TMe-3401","Light green","Short","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",2,1,0.4,0.2,0.4,0.2,0.8,0.4,1,31.6
"TMe-3428","TMe-3428","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","White","3","150-300","Dark green","Green purple","3","Long (25-30cm)","Absent","Present","Tending toward vertical",1,0.5,0.4,0.2,1.5,0.75,1.9,0.95,0,45.2
"TMe-3435","TMe-3435","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","Cream","2","450-600","Green purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",3,0.75,1.4,0.35,0.2,0.05,1.6,0.4,2,41.4
"TMe-3440","TMe-3440","Light green","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","1","150-300","Dark green","Green purple","4","Long (25-30cm)","Absent","Absent","Tending toward horizontal",9,4.5,3,1.5,0.4,0.2,3.4,1.7,8,41.4
"TMe-3447","TMe-3447","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Light green","3","Long (25-30cm)","Intermediate","Present","Irregular",25,6.25,8.5,2.125,5.2,1.3,13.7,3.425,1,42.2
"TMe-3452","TMe-3452","Green purple","Short","Green purple","Central part","50-75% leaf retention","4","White","5","450-600","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Absent","Irregular",5,2.5,3,1.5,0.8,0.4,3.8,1.9,0,34.4
"TMe-3455","TMe-3455","Purple","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Green purple","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",3,1.5,2,1,0.4,0.2,2.4,1.2,2,36.2
"TMe-3458","TMe-3458","Light green","Short","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",7,2.33333333333333,2.4,0.8,2,0.666666666666667,4.4,1.46666666666667,7,36.2
"TMe-3459","TMe-3459","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","1","Cream","3","150-300","Dark green","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",7,7,1.8,1.8,2,2,3.8,3.8,3,35.9
"TMe-3465","TMe-3465","Green purple","Medium","Green purple","Central part","25-50% leaf retention","3","White","2","150-300","Green purple","Light green","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",1,1,1.2,1.2,0.8,0.8,2,2,0,29.5
"TMe-3466","TMe-3466","Dark green","Short","Dark green","Absent","25-50% leaf retention","2","White","0","No branching","Green purple","Light green","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",4,2,1.3,0.65,0.9,0.45,2.2,1.1,0,38.5
"TMe-3467","TMe-3467","Dark green","Short","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Medium (15-20cm)","Short","Absent","Tending toward horizontal",1,1,0.6,0.6,0.4,0.4,1,1,0,40.6
"TMe-3477","TMe-3477","Green purple","Short","Green purple","Central part","50-75% leaf retention","2","White","3","150-300","Green purple","Green purple","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",14,4.66666666666667,6,2,5,1.66666666666667,11,3.66666666666667,8,38.6
"TMe-3479","TMe-3479","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","White","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Irregular",15,3,5,1,3,0.6,8,1.6,9,42
"TMe-3481","TMe-3481","Dark green","Long","Green purple","Central part","50-75% leaf retention","3","Yellow","2","150-300","Dark green","Light green","1","Medium (15-20cm)","Short","Present","Tending toward horizontal",3,3,3.2,3.2,2.8,2.8,6,6,0,30.9
"TMe-3490","TMe-3490","Green purple","Short","Green purple","Central part","25-50% leaf retention","4","White","3","150-300","Green purple","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",9,3,5,1.66666666666667,1,0.333333333333333,6,2,4,39
"TMe-3540","TMe-3540","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",8,2.66666666666667,2,0.666666666666667,5.2,1.73333333333333,7.2,2.4,5,36.3
"TMe-3545","TMe-3545","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","3","White","2","150-300","Purple","Purple","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",5,5,6,6,4,4,10,10,1,39.4
"TMe-3557","TMe-3557","Dark green","Long","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Green purple","Green purple","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",2,2,0.4,0.4,0.4,0.4,0.8,0.8,0,43.5
"TMe-3576","TMe-3576","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","2","Cream","2","150-300","Green purple","Purple","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",14,2.8,2,0.4,3,0.6,5,1,3,38.2
"TMe-3592","TMe-3592","Dark green","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",2,1,1.2,0.6,1,0.5,2.2,1.1,0,35
"TMe-3605","TMe-3605","Green purple","Short","Green purple","Central part","<25% leaf retention","0","White","0","No branching","Dark green","Green purple","3","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",1,1,6,6,22,22,28,28,0,40.2
"TMe-3606","TMe-3606","Light green","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","1","150-300","Dark green","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,4.5,5,2.5,8,4,13,6.5,1,41.8
"TMe-3625","TMe-3625","Purple","Long","Green purple","Central part","50-75% leaf retention","2","White","3","450-600","Dark green","Light green","1","Medium (15-20cm)","Long","Present","Tending toward horizontal",2,2,2.2,2.2,2,2,4.2,4.2,0,33.4
"TMe-3633","TMe-3633","Light green","Long","Green purple","Central part","25-50% leaf retention","2","Cream","3","450-600","Dark green","Green purple","1","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",6,6,6.2,6.2,6.8,6.8,13,13,2,39.6
"TMe-3641","TMe-3641","Purple","Long","Green purple","Top part","50-75% leaf retention","4","White","3","150-300","Green purple","Light green","5","Long (25-30cm)","Short","Present","Irregular",23,4.6,24.6,4.92,15.6,3.12,40.2,8.04,5,35.3
"TMe-3642","TMe-3642","Green purple","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",5,1.66666666666667,1,0.333333333333333,2,0.666666666666667,3,1,3,37.7
"TMe-3644","TMe-3644","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Medium (15-20cm)","Absent","Present","Tending toward horizontal",11,3.66666666666667,2.4,0.8,3,1,5.4,1.8,5,34
"TMe-3663","TMe-3663","Purple","Short","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Green purple","Purple","4","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",5,1.25,1.4,0.35,3,0.75,4.4,1.1,1,36.9
"TMe-3679","TMe-3679","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Purple","Green purple","3","Long (25-30cm)","Absent","Present","Tending toward horizontal",1,1,0.6,0.6,1,1,1.6,1.6,0,39.9
"TMe-3731","TMe-3731","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",10,2.5,3,0.75,3,0.75,6,1.5,3,36
"TMe-3750","TMe-3750","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",10,3.33333333333333,5,1.66666666666667,5,1.66666666666667,10,3.33333333333333,0,39.4
"TMe-3752","TMe-3752","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","2","Cream","3","150-300","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Irregular",17,5.66666666666667,12.3,4.1,11.4,3.8,23.7,7.9,3,38.2
"TMe-3758","TMe-3758","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","3","150-300","Dark green","Green purple","3","Long (25-30cm)","Long","Absent","Irregular",4,4,2,2,1.2,1.2,3.2,3.2,0,36.7
"TMe-3766","TMe-3766","Dark green","Medium","Light green","Absent","25-50% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",2,1,1.2,0.6,2,1,3.2,1.6,0,38.7
"TMe-3773","TMe-3773","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","1","White","3","150-300","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",17,4.25,11,2.75,21.2,5.3,32.2,8.05,0,37.1
"TMe-3779","TMe-3779","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","2","White","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",19,4.75,11,2.75,10,2.5,21,5.25,0,38.1
"TMe-3781","TMe-3781","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","1","White","2","150-300","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",13,3.25,12,3,11.3,2.825,23.3,5.825,5,42.9
"TMe-3796","TMe-3796","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",7,7,2,2,2,2,4,4,2,36
"TMe-3804","TMe-3804","Purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","White","0","No branching","Purple","Purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",19,6.33333333333333,2.4,0.8,0.2,0.0666666666666667,2.6,0.866666666666667,0,30.8
"TMe-5","TMe-5","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","1","White","1","450-600","Dark green","Green purple","4","Short (5-10cm)","Intermediate","Present","Tending toward horizontal",5,1.66666666666667,1.4,0.466666666666667,0.6,0.2,2,0.666666666666667,4,43.2
"TMe-7","TMe-7","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","1","Cream","1","150-300","Dark green","Green purple","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",10,2.5,2.6,0.65,0.2,0.05,2.8,0.7,10,33.1
"TMe-10","TMe-10","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","White","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",16,4,4.6,1.15,7,1.75,11.6,2.9,0,36.8
"TMe-18","TMe-18","Light green","Medium","Purple","Totally pigmented","50-75% leaf retention","1","White","2","150-300","Dark green","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",10,2.5,10.2,2.55,8,2,18.2,4.55,1,33.6
"TMe-23","TMe-23","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",4,1.33333333333333,1.2,0.4,0.2,0.0666666666666667,1.4,0.466666666666667,2,45
"TMe-24","TMe-24","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","3","150-300","Green purple","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",15,3,12.4,2.48,1.4,0.28,13.8,2.76,5,45
"TMe-25","TMe-25","Light green","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","2","150-300","Dark green","Green purple","3","Medium (15-20cm)","Long","Absent","Tending toward horizontal",9,4.5,3.2,1.6,0.4,0.2,3.6,1.8,5,39.2
"TMe-27","TMe-27","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","150-300","Green purple","Purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",11,2.75,22.6,5.65,16.6,4.15,39.2,9.8,1,35.7
"TMe-28","TMe-28","Dark green","Long","Green purple","Central part","50-75% leaf retention","1","White","2","150-300","Dark green","Green purple","3","Long (25-30cm)","Long","Absent","Tending toward horizontal",11,3.66666666666667,9.8,3.26666666666667,5.6,1.86666666666667,15.4,5.13333333333333,2,36.9
"TMe-30","TMe-30","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","2","150-300","Green purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",13,4.33333333333333,3.8,1.26666666666667,0.2,0.0666666666666667,4,1.33333333333333,6,43.6
"TMe-34","TMe-34","Light green","Long","Purple","Totally pigmented","25-50% leaf retention","1","White","1","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Irregular",2,1,2.4,1.2,2,1,4.4,2.2,1,36.7
"TMe-35","TMe-35","Light green","Short","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Light green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward vertical",2,1,0.4,0.2,0.2,0.1,0.6,0.3,1,33.3
"TMe-38","TMe-38","Light green","Short","Purple","Totally pigmented","50-75% leaf retention","1","Cream","1","450-600","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Irregular",8,4,1.8,0.9,0.6,0.3,2.4,1.2,1,41.4
"TMe-40","TMe-40","Light green","Long","Green purple","Central part","50-75% leaf retention","1","Cream","0","No branching","Dark green","Green purple","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",12,6,2.6,1.3,2.8,1.4,5.4,2.7,2,46
"TMe-43","TMe-43","Light green","Short","Purple","Totally pigmented","25-50% leaf retention","1","White","2","150-300","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",8,4,3.2,1.6,0.6,0.3,3.8,1.9,3,39
"TMe-47","TMe-47","Dark green","Medium","Green purple","Central part","50-75% leaf retention","2","White","3","150-300","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",21,4.2,23.6,4.72,7.6,1.52,31.2,6.24,2,30.4
"TMe-53","TMe-53","Purple","Short","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Short","Absent","Tending toward horizontal",6,2,2.6,0.866666666666667,2.8,0.933333333333333,5.4,1.8,0,36
"TMe-54","TMe-54","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","2","450-600","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",6,3,2,1,0.8,0.4,2.8,1.4,3,41.2
"TMe-59","TMe-59","Dark green","Short","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Irregular",4,2,1.6,0.8,1,0.5,2.6,1.3,1,39.9
"TMe-63","TMe-63","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","1","White","3","150-300","Dark green","Green purple","5","Medium (15-20cm)","Long","Present","Tending toward horizontal",11,5.5,7,3.5,1.4,0.7,8.4,4.2,4,40
"TMe-65","TMe-65","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","2","White","3","450-600","Dark green","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",8,4,2.8,1.4,0.2,0.1,3,1.5,1,39.5
